ipen;idTaxon;secteur;matched_name;Inventaire FRIBG;taxon.ott_id;ott_id;rank;wikidataId;wd_taxa_qid
CH 0 FRIBG 20150328;Berberis vulgaris L.;Syst‚¨me 3;Berberis vulgaris;berberis vulgaris;996604;996604;species;http://www.wikidata.org/entity/Q158563;Q158563
AT 0 FRIBG 20060101;Berberis vulgaris L.;M‚dicinal;Berberis vulgaris;berberis vulgaris;996604;996604;species;http://www.wikidata.org/entity/Q158563;Q158563
XX 0 FRIBG 10000723;Berberis wallichiana DC.;Syst‚¨me 3;Berberis wallichiana;berberis wallichiana;156889;156889;species;http://www.wikidata.org/entity/Q12847008;Q12847008
XX 0 FRIBG 10002802;Bergenia crassifolia (L.) Fritsch;Syst‚¨me 2;Bergenia crassifolia;bergenia crassifolia;756735;756735;species;http://www.wikidata.org/entity/Q162752;Q162752
RU 0 FRIBG 20010281;Bergenia crassifolia (L.) Fritsch;Rocaille 2;Bergenia crassifolia;bergenia crassifolia;756735;756735;species;http://www.wikidata.org/entity/Q162752;Q162752
CH 0 FRIBG 20000475;Berteroa incana (L.) DC.;Syst‚¨me 3;Berteroa incana;berteroa incana;622451;622451;species;http://www.wikidata.org/entity/Q159029;Q159029
CZ 0 HBT 2017.03494;Berula erecta (Huds.) Coville;Zone humide;Achimenes erecta;achimenes erecta;85957;85957;species;;
XX 0 FRIBG 10000729;Beta vulgaris L. subsp. vulgaris Mangel Group;Syst‚¨me 3;Beta vulgaris;beta vulgaris;273185;273185;species;http://www.wikidata.org/entity/Q165191;Q165191
XX 0 FRIBG 10000730;Beta vulgaris L. subsp. vulgaris Red beetroot Group;Syst‚¨me 3;Beta vulgaris;beta vulgaris;273185;273185;species;http://www.wikidata.org/entity/Q165191;Q165191
XX 0 FRIBG 10000730;Beta vulgaris L. subsp. vulgaris Red beetroot Group;M‚dicinal;Beta vulgaris;beta vulgaris;273185;273185;species;http://www.wikidata.org/entity/Q165191;Q165191
;Beta vulgaris L. subsp. vulgaris Spinach beet Group;Syst‚¨me 3;Beta vulgaris;beta vulgaris;273185;273185;species;http://www.wikidata.org/entity/Q165191;Q165191
XX 0 FRIBG 10000727;Beta vulgaris L. subsp. vulgaris Sugar beet Group;Syst‚¨me 3;Beta vulgaris;beta vulgaris;273185;273185;species;http://www.wikidata.org/entity/Q165191;Q165191
XX 0 FRIBG 10000726;Beta vulgaris L. subsp. vulgaris Swiss chard Group;Syst‚¨me 3;Beta vulgaris;beta vulgaris;273185;273185;species;http://www.wikidata.org/entity/Q165191;Q165191
FR 0 FRIBG 20010613;Beta vulgaris subsp. maritima (L.) Arcang.;Syst‚¨me 3;Beta vulgaris;beta vulgaris;273185;273185;species;http://www.wikidata.org/entity/Q165191;Q165191
XX 0 FRIBG 10000731;Betula alleghaniensis Britton;Arboretum;Betula alleghaniensis;betula alleghaniensis;452595;452595;species;http://www.wikidata.org/entity/Q1499241;Q1499241
XX 0 FRIBG 10000732;Betula ermanii Cham.;Arboretum;Betula ermanii;betula ermanii;567488;567488;species;http://www.wikidata.org/entity/Q163544;Q163544
LV 0 FRIBG 20110387;Betula humilis Schrank;Zone humide;Betula humilis;betula humilis;567478;567478;species;http://www.wikidata.org/entity/Q164258;Q164258
XX 0 FRIBG 10000735;Betula papyrifera Marshall;Arboretum;Betula papyrifera;betula papyrifera;267725;267725;species;http://www.wikidata.org/entity/Q76971;Q76971
XX 0 FRIBG 10002534;Betula pendula Roth;Pl. prot‚g‚es;Betula pendula;betula pendula;267719;267719;species;http://www.wikidata.org/entity/Q156895;Q156895
XX 0 FRIBG 10003625;Betula pendula Roth;Place du bouleau;Betula pendula;betula pendula;267719;267719;species;http://www.wikidata.org/entity/Q156895;Q156895
XX 0 FRIBG 10000030;Bifora radians M. Bieb.;Syst‚¨me 1;Bifora radians;bifora radians;90350;90350;species;;
XX 0 FRIBG 19870615;Bifrenaria calcarata L. Rodrigues;Serre 2;Bifrenaria calcarata;bifrenaria calcarata;998713;998713;species;;
XX 0 FRIBG 10003162;Billbergia porteana Brongn.;Serre 2;Billbergia porteana;billbergia porteana;3964212;3964212;species;;
XX 0 FRIBG 10003163;Billbergia saundersii Hort. W. Bull;Serre 2;Billbergia saundersii;billbergia saundersii;375283;375283;species;;
XX 0 FRIBG 10003163;Billbergia saundersii Hort. W. Bull;Serre 4;Billbergia saundersii;billbergia saundersii;375283;375283;species;;
XX 0 FRIBG 10003628;Billbergia x perringiana Wittm.;Serre 4;Billbergia porteana;billbergia porteana;3964212;3964212;species;;
XX 0 FRIBG 10003164;Billbergia x perringiana Wittm.;Serre 2;Billbergia porteana;billbergia porteana;3964212;3964212;species;;
XX 0 FRIBG 10003628;Billbergia x perringiana Wittm.;Serre 2;Billbergia porteana;billbergia porteana;3964212;3964212;species;;
XX 0 FRIBG 10003165;Biophytum sensitivum DC.;Serre 4;Biophytum sensitivum;biophytum sensitivum;6107522;6107522;species;http://www.wikidata.org/entity/Q2904210;Q2904210
CH 0 FRIBG 20060587;Biscutella laevigata L.;Alp. calcaire 3;Biscutella laevigata;biscutella laevigata;805249;805249;species;;
CH 0 FRIBG 20140481;Biscutella laevigata L.;Syst‚¨me 3;Biscutella laevigata;biscutella laevigata;805249;805249;species;;
XX 0 FRIBG 20060650;Biserrula pelecinus L.;Syst‚¨me 2;Astragalus pelecinus;astragalus pelecinus;611049;611049;species;;
IT 0 FRIBG 20040583;Bituminaria bituminosa (L.) C.H. Stirt.;Pl. m‚dit.;Bituminaria bituminosa;bituminaria bituminosa;807795;807795;species;http://www.wikidata.org/entity/Q1251922;Q1251922
XX 0 FRIBG 20040401;Bixa orellana L.;Serre 5;Bixa orellana;bixa orellana;287352;287352;species;http://www.wikidata.org/entity/Q147701;Q147701
FR 0 FRIBG 20200238;Blackstonia perfoliata (L.) Huds. s.l.;Zone humide;Blackstonia perfoliata;blackstonia perfoliata;365385;365385;species;http://www.wikidata.org/entity/Q159623;Q159623
XX 0 FRIBG 10003194;Blechnum brasiliense Desv.;Serre 4;Blechnum brasiliense;blechnum brasiliense;740386;740386;species;http://www.wikidata.org/entity/Q42749207;Q42749207
XX 0 FRIBG 10003166;Blechnum occidentale L.;Serre 4;Blechnum occidentale;blechnum occidentale;740384;740384;species;http://www.wikidata.org/entity/Q15545699;Q15545699
CH 0 FRIBG 20040675;Blechnum spicant (L.) Roth;Alp. siliceux;Echium pininana;echium pininana;967604;967604;species;http://www.wikidata.org/entity/Q164211;Q164211
XX 0 FRIBG 20130301;Bletilla striata (Thunb.) Rchb. f.;G‚ophytes;Bletilla striata;bletilla striata;147334;147334;species;http://www.wikidata.org/entity/Q159003;Q159003
XX 0 FRIBG 19770004;Blighia sapida K‚¶n.;Serre 5;;;;;;;
XX 0 FRIBG 10000094;Blitum capitatum L.;Syst‚¨me 3;Blitum capitatum;blitum capitatum;111722;111722;species;;
XX 0 FRIBG 20020731;Blitum virgatum L.;Syst‚¨me 3;Blitum virgatum;blitum virgatum;202602;202602;species;http://www.wikidata.org/entity/Q1281072;Q1281072
XX 0 FRIBG 10000741;Boehmeria nivea (L.) Gaudich. s.l.;Serre 5;Boehmeria nivea;boehmeria nivea;594991;594991;species;http://www.wikidata.org/entity/Q750467;Q750467
XX 0 FRIBG 10000742;Boltonia asteroides (L.) L' H‚r.;Syst‚¨me 1;;;;;;;
XX 0 BAS 4348/95;Boophone disticha (L. f.) Herb.;Serre 1 S-Afr.;Boophone disticha;boophone disticha;434612;434612;species;http://www.wikidata.org/entity/Q893084;Q893084
XX 0 FRIBG 10000744;Borago officinalis L.;Syst‚¨me 1;Borago officinalis;borago officinalis;725935;725935;species;http://www.wikidata.org/entity/Q147075;Q147075
XX 0 FRIBG 10000744;Borago officinalis L.;Mur;Borago officinalis;borago officinalis;725935;725935;species;http://www.wikidata.org/entity/Q147075;Q147075
XX 0 Z 19651383;Bouteloua curtipendula (Michx.) Torr.;Syst‚¨me 4;Bouteloua curtipendula;bouteloua curtipendula;98975;98975;species;;
XX 0 FRIBG 20120312;Bowiea volubilis Harv.;Serre 1 S-Afr.;Bowiea volubilis;bowiea volubilis;47209;47209;species;http://www.wikidata.org/entity/Q140288;Q140288
AT 0 FRIBG 20030271;Brachypodium pinnatum (L.) P. Beauv.;Syst‚¨me 4;Brachypodium pinnatum;brachypodium pinnatum;188819;188819;species;;
AM 0 G 19880101;Brachypodium sylvaticum (Huds.) P. Beauv.;Alp. calcaire 3;Brachypodium sylvaticum;brachypodium sylvaticum;188821;188821;species;;
XX 0 FRIBG 19990185;Brahea edulis H. Wendl.;Serre 5;Brahea edulis;brahea edulis;3947813;3947813;species;;
XX 0 FRIBG 19730232;Brasilopuntia brasiliensis;Multiplication;Brasilopuntia brasiliensis;brasilopuntia brasiliensis;544808;544808;species;;
XX 0 FRIBG 20160529;Brassavola subulifolia Lindl.;Serre 2;Brassia;brassia.;135816;135816;genus;;
XX 0 FRIBG 19870604;Brassia sp.;Serre 2;Brassia;brassia.;135816;135816;genus;;
XX 0 FRIBG 10000254;Brassia verrucosa Lindl.;Serre 4;Brassia verrucosa;brassia verrucosa;145316;145316;species;;
XX 0 FRIBG 20060649;Brassica juncea (L.) Czern.;Syst‚¨me 3;Brassica juncea;brassica juncea;309279;309279;species;http://www.wikidata.org/entity/Q504781;Q504781
XX 0 FRIBG 10000753;Brassica napus L. subsp. napus ‚t‚;Syst‚¨me 3;;;;;;;
XX 0 FRIBG 10000752;Brassica napus subsp. rapifera Metzg.;Syst‚¨me 3;Brassica napus;brassica napus;309234;309234;species;http://www.wikidata.org/entity/Q177932;Q177932
XX 0 FRIBG 10000755;Brassica nigra (L.) W.D.J. Koch;Syst‚¨me 3;Brassica nigra;brassica nigra;833635;833635;species;http://www.wikidata.org/entity/Q381942;Q381942
XX 0 FRIBG 10000755;Brassica nigra (L.) W.D.J. Koch;M‚dicinal;Brassica nigra;brassica nigra;833635;833635;species;http://www.wikidata.org/entity/Q381942;Q381942
XX 0 FRIBG 10000758;Brassica oleracea L. Botrytis Group;Syst‚¨me 3;Brassica oleracea;brassica oleracea;833642;833642;species;http://www.wikidata.org/entity/Q146212;Q146212
XX 0 FRIBG 10000759;Brassica oleracea L. Capitata Group;Syst‚¨me 3;Brassica oleracea;brassica oleracea;833642;833642;species;http://www.wikidata.org/entity/Q146212;Q146212
;Brassica oleracea L. Cymosa Group;Syst‚¨me 3;Brassica oleracea;brassica oleracea;833642;833642;species;http://www.wikidata.org/entity/Q146212;Q146212
XX 0 FRIBG 10000764;Brassica oleracea L. Gemmifera Group;Syst‚¨me 3;Brassica oleracea;brassica oleracea;833642;833642;species;http://www.wikidata.org/entity/Q146212;Q146212
XX 0 FRIBG 10000762;Brassica oleracea L. Gongylodes Group;Syst‚¨me 3;Brassica oleracea;brassica oleracea;833642;833642;species;http://www.wikidata.org/entity/Q146212;Q146212
XX 0 FRIBG 10000760;Brassica oleracea L. Rubra Group;Syst‚¨me 3;Brassica oleracea;brassica oleracea;833642;833642;species;http://www.wikidata.org/entity/Q146212;Q146212
XX 0 FRIBG 10000761;Brassica oleracea L. Sabauda Group;Syst‚¨me 3;Brassica oleracea;brassica oleracea;833642;833642;species;http://www.wikidata.org/entity/Q146212;Q146212
XX 0 FRIBG 10000757;Brassica oleracea L. Sabellica Group;Syst‚¨me 3;Brassica oleracea;brassica oleracea;833642;833642;species;http://www.wikidata.org/entity/Q146212;Q146212
XX 0 LZ AN-60-1970;Brassica oleracea L. subsp. oleracea;Syst‚¨me 3;Brassica oleracea;brassica oleracea;833642;833642;species;http://www.wikidata.org/entity/Q146212;Q146212
XX 0 FRIBG 10000766;Brassica rapa subsp. rapa Thell. (navet de mai);Syst‚¨me 3;Brassica rapa;brassica rapa;833632;833632;species;http://www.wikidata.org/entity/Q3384;Q3384
XX 0 FRIBG 10000767;Brassica rapa subsp. rapa Thell. (rave d' automne);Syst‚¨me 3;Brassica rapa;brassica rapa;833632;833632;species;http://www.wikidata.org/entity/Q3384;Q3384
XX 0 FRIBG 20140359;Brighamia insignis A.Gray;Serre 4;Brighamia insignis;brighamia insignis;665787;665787;species;;
XX 0 FRIBG 20150069;Brillantaisia owariensis P. Beauv.;Serre 4;Brillantaisia owariensis;brillantaisia owariensis;865951;865951;species;;
ES 0 GENT 19921731;Brimeura amethystina (L.) Chouard;G‚ophytes;Brimeura amethystina;brimeura amethystina;807079;807079;species;;
IT 0 WURZB 1980-302-K-20;Brimeura fastigiata (Viv.) Chouard;Syst‚¨me 4;Brimeura fastigiata;brimeura fastigiata;3969648;3969648;species;;
XX 0 FRIBG 10000768;Briza maxima L.;Syst‚¨me 4;Briza maxima;briza maxima;188824;188824;species;http://www.wikidata.org/entity/Q140178;Q140178
CH 0 FRIBG 20020681;Briza media L.;Alp. calcaire 6;Briza media;briza media;672;672;species;http://www.wikidata.org/entity/Q164237;Q164237
CH 0 FRIBG 20140021;Briza media L.;Syst‚¨me 4;Briza media;briza media;672;672;species;http://www.wikidata.org/entity/Q164237;Q164237
VE 1 Z 19870047;Brocchinia reducta Baker;Serre 2;Brocchinia reducta;brocchinia reducta;573272;573272;species;;
CR 0 FRIBG 19930083;Bromelia pinguin L.;Serre 4;Bromelia pinguin;bromelia pinguin;647863;647863;species;http://www.wikidata.org/entity/Q5158994;Q5158994
XX 0 FRIBG 10000770;Bromus arvensis L.;Syst‚¨me 4;Bromus arvensis;bromus arvensis;914816;914816;species;;
XX 0 FRIBG 10002804;Bromus erectus Huds. subsp. erectus;Syst‚¨me 4;Bromus erectus;bromus erectus;188826;188826;species;;
IT 0 FRIBG 20020316;Bromus erectus Huds. subsp. erectus;Steppe val.;Bromus erectus;bromus erectus;188826;188826;species;;
XX 0 FRIBG 10000771;Bromus hordeaceus L. s.l.;Syst‚¨me 4;Bromus hordeaceus;bromus hordeaceus;792747;792747;species;;
XX 0 FRIBG 10000772;Bromus secalinus L.;Syst‚¨me 4;Bromus secalinus;bromus secalinus;986906;986906;species;;
XX 0 FRIBG 10000773;Bromus sterilis L.;Syst‚¨me 4;Bromus sterilis;bromus sterilis;389216;389216;species;http://www.wikidata.org/entity/Q159146;Q159146
XX 0 FRIBG 19950553;Brosimum alicastrum Sw.;Serre 5;Brosimum alicastrum;brosimum alicastrum;923984;923984;species;;
XX 0 FRIBG 20040005;Broussonetia papyrifera (L.) L'H‚r. ex Vent.;Place du bouleau;;;;;;;
XX 0 FRIBG 10000774;Broussonetia papyrifera (L.) L'H‚r. ex Vent.;Cour;;;;;;;
XX 0 FRIBG 10000095;Browallia americana L.;Syst‚¨me 1;Browallia americana;browallia americana;74550;74550;species;;
;Brugmansia x insignis (Rodr.) Lockwood;Syst‚¨me 1;Brighamia insignis;brighamia insignis;665787;665787;species;;
XX 0 FRIBG 10003168;Brunfelsia calycina var. calycina (Benth.) J.A. Schmidt;Serre 4;Brunfelsia calycina;brunfelsia calycina;1081684;1081684;species;;
XX 0 FRIBG 19880210;Brunfelsia uniflora D. Don.;Serre 4;Brunfelsia uniflora;brunfelsia uniflora;512973;512973;species;;
